Strain ID	PseudoCAP version	Full organism name	Species	Strain	Number of genes	Assembly level	Biosample accession	Host taxonomic name	Host common name	Host taxonomy ID	Host NCBI taxonomy record	Assembly name	Refseq assembly accession	Number of scaffolds	Scaffold N50	Contig count	Contig N50	Download URL root	Genomic DNA fasta - file name	ORF DNA fasta - file name	Intergenic DNA (fasta) - file name	Amonio acid sequences (fasta) - file name	Tab-delimited annotations - file name	CSV format annotations - file name	GBK format annotations - file name	EMBL format annotations - file name	GFF3 annotations - file name	GFF3 annotations + genomic DNA sequence - file name	GTF format annotations (genes) - file name	GTF format annotations (genes and intergenic) - file name
2633	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01l	Pseudomonas aeruginosa	Pae_CF67.01l	5980	Contig	SAMN03566240	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100721v1	GCF_001007215.1			102	267896	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01l_2633	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.fna	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.ffn	Pseudomonas_aeruginosa_Pae_CF67_01l_2633_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.faa	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.txt	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.csv	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.gbk	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.embl	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.gff	Pseudomonas_aeruginosa_Pae_CF67_01l_2633_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01l_2633.gtf	Pseudomonas_aeruginosa_Pae_CF67_01l_2633_genes_and_intergenic.gtf
2634	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01r	Pseudomonas aeruginosa	Pae_CF67.01r	6066	Contig	SAMN03566246	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100726v1	GCF_001007265.1			466	71868	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01r_2634	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.fna	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.ffn	Pseudomonas_aeruginosa_Pae_CF67_01r_2634_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.faa	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.txt	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.csv	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.gbk	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.embl	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.gff	Pseudomonas_aeruginosa_Pae_CF67_01r_2634_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01r_2634.gtf	Pseudomonas_aeruginosa_Pae_CF67_01r_2634_genes_and_intergenic.gtf
2635	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01k	Pseudomonas aeruginosa	Pae_CF67.01k	5991	Contig	SAMN03566239	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100727v1	GCF_001007275.1			155	177372	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01k_2635	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.fna	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.ffn	Pseudomonas_aeruginosa_Pae_CF67_01k_2635_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.faa	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.txt	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.csv	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.gbk	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.embl	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.gff	Pseudomonas_aeruginosa_Pae_CF67_01k_2635_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01k_2635.gtf	Pseudomonas_aeruginosa_Pae_CF67_01k_2635_genes_and_intergenic.gtf
2636	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01n	Pseudomonas aeruginosa	Pae_CF67.01n	5986	Contig	SAMN03566242	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100731v1	GCF_001007315.1			215	90094	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01n_2636	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.fna	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.ffn	Pseudomonas_aeruginosa_Pae_CF67_01n_2636_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.faa	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.txt	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.csv	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.gbk	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.embl	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.gff	Pseudomonas_aeruginosa_Pae_CF67_01n_2636_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01n_2636.gtf	Pseudomonas_aeruginosa_Pae_CF67_01n_2636_genes_and_intergenic.gtf
2637	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01h	Pseudomonas aeruginosa	Pae_CF67.01h	6134	Contig	SAMN03566236	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100734v1	GCF_001007345.1			844	18722	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01h_2637	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.fna	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.ffn	Pseudomonas_aeruginosa_Pae_CF67_01h_2637_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.faa	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.txt	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.csv	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.gbk	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.embl	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.gff	Pseudomonas_aeruginosa_Pae_CF67_01h_2637_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01h_2637.gtf	Pseudomonas_aeruginosa_Pae_CF67_01h_2637_genes_and_intergenic.gtf
2638	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01e	Pseudomonas aeruginosa	Pae_CF67.01e	6194	Contig	SAMN03566233	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100735v1	GCF_001007355.1			1212	12177	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01e_2638	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.fna	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.ffn	Pseudomonas_aeruginosa_Pae_CF67_01e_2638_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.faa	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.txt	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.csv	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.gbk	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.embl	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.gff	Pseudomonas_aeruginosa_Pae_CF67_01e_2638_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01e_2638.gtf	Pseudomonas_aeruginosa_Pae_CF67_01e_2638_genes_and_intergenic.gtf
2639	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01m	Pseudomonas aeruginosa	Pae_CF67.01m	6006	Contig	SAMN03566241	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100739v1	GCF_001007395.1			248	82865	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01m_2639	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.fna	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.ffn	Pseudomonas_aeruginosa_Pae_CF67_01m_2639_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.faa	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.txt	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.csv	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.gbk	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.embl	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.gff	Pseudomonas_aeruginosa_Pae_CF67_01m_2639_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01m_2639.gtf	Pseudomonas_aeruginosa_Pae_CF67_01m_2639_genes_and_intergenic.gtf
2640	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01q	Pseudomonas aeruginosa	Pae_CF67.01q	6009	Contig	SAMN03566245	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100741v1	GCF_001007415.1			291	89867	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01q_2640	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.fna	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.ffn	Pseudomonas_aeruginosa_Pae_CF67_01q_2640_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.faa	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.txt	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.csv	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.gbk	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.embl	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.gff	Pseudomonas_aeruginosa_Pae_CF67_01q_2640_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01q_2640.gtf	Pseudomonas_aeruginosa_Pae_CF67_01q_2640_genes_and_intergenic.gtf
2641	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01s	Pseudomonas aeruginosa	Pae_CF67.01s	5964	Contig	SAMN03566247	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100742v1	GCF_001007425.1			112	127387	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01s_2641	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.fna	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.ffn	Pseudomonas_aeruginosa_Pae_CF67_01s_2641_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.faa	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.txt	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.csv	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.gbk	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.embl	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.gff	Pseudomonas_aeruginosa_Pae_CF67_01s_2641_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01s_2641.gtf	Pseudomonas_aeruginosa_Pae_CF67_01s_2641_genes_and_intergenic.gtf
2642	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.01o	Pseudomonas aeruginosa	Pae_CF67.01o	5977	Contig	SAMN03566243	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM100747v1	GCF_001007475.1			199	124181	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_01o_2642	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.fna	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.ffn	Pseudomonas_aeruginosa_Pae_CF67_01o_2642_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.faa	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.txt	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.csv	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.gbk	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.embl	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.gff	Pseudomonas_aeruginosa_Pae_CF67_01o_2642_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_01o_2642.gtf	Pseudomonas_aeruginosa_Pae_CF67_01o_2642_genes_and_intergenic.gtf
2643	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02b	Pseudomonas aeruginosa	Pae_CF67.02b	6030	Contig	SAMN03566249	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM101052v1	GCF_001010525.1			554	24268	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02b_2643	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.fna	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.ffn	Pseudomonas_aeruginosa_Pae_CF67_02b_2643_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.faa	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.txt	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.csv	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.gbk	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.embl	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.gff	Pseudomonas_aeruginosa_Pae_CF67_02b_2643_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02b_2643.gtf	Pseudomonas_aeruginosa_Pae_CF67_02b_2643_genes_and_intergenic.gtf
2644	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02c	Pseudomonas aeruginosa	Pae_CF67.02c	5979	Contig	SAMN03566250	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM101053v1	GCF_001010535.1			168	149302	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02c_2644	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.fna	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.ffn	Pseudomonas_aeruginosa_Pae_CF67_02c_2644_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.faa	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.txt	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.csv	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.gbk	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.embl	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.gff	Pseudomonas_aeruginosa_Pae_CF67_02c_2644_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02c_2644.gtf	Pseudomonas_aeruginosa_Pae_CF67_02c_2644_genes_and_intergenic.gtf
2645	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02a	Pseudomonas aeruginosa	Pae_CF67.02a	5968	Contig	SAMN03566248	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM101054v1	GCF_001010545.1			253	64188	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02a_2645	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.fna	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.ffn	Pseudomonas_aeruginosa_Pae_CF67_02a_2645_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.faa	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.txt	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.csv	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.gbk	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.embl	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.gff	Pseudomonas_aeruginosa_Pae_CF67_02a_2645_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02a_2645.gtf	Pseudomonas_aeruginosa_Pae_CF67_02a_2645_genes_and_intergenic.gtf
2646	pgd_r_15_2	Pseudomonas aeruginosa UM-01	Pseudomonas aeruginosa	UM-01	5799	Contig	SAMN03610562	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM101339v1	GCF_001013395.1			77	258287	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_UM-01_2646	Pseudomonas_aeruginosa_UM-01_2646.fna	Pseudomonas_aeruginosa_UM-01_2646.ffn	Pseudomonas_aeruginosa_UM-01_2646_intergenic.fasta	Pseudomonas_aeruginosa_UM-01_2646.faa	Pseudomonas_aeruginosa_UM-01_2646.txt	Pseudomonas_aeruginosa_UM-01_2646.csv	Pseudomonas_aeruginosa_UM-01_2646.gbk	Pseudomonas_aeruginosa_UM-01_2646.embl	Pseudomonas_aeruginosa_UM-01_2646.gff	Pseudomonas_aeruginosa_UM-01_2646_seq.gff	Pseudomonas_aeruginosa_UM-01_2646.gtf	Pseudomonas_aeruginosa_UM-01_2646_genes_and_intergenic.gtf
2647	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02i	Pseudomonas aeruginosa	Pae_CF67.02i	5964	Contig	SAMN03566256	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102361v1	GCF_001023615.1			160	113749	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02i_2647	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.fna	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.ffn	Pseudomonas_aeruginosa_Pae_CF67_02i_2647_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.faa	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.txt	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.csv	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.gbk	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.embl	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.gff	Pseudomonas_aeruginosa_Pae_CF67_02i_2647_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02i_2647.gtf	Pseudomonas_aeruginosa_Pae_CF67_02i_2647_genes_and_intergenic.gtf
2648	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02d	Pseudomonas aeruginosa	Pae_CF67.02d	5988	Contig	SAMN03566251	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102362v1	GCF_001023625.1			187	138470	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02d_2648	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.fna	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.ffn	Pseudomonas_aeruginosa_Pae_CF67_02d_2648_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.faa	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.txt	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.csv	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.gbk	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.embl	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.gff	Pseudomonas_aeruginosa_Pae_CF67_02d_2648_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02d_2648.gtf	Pseudomonas_aeruginosa_Pae_CF67_02d_2648_genes_and_intergenic.gtf
2649	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02g	Pseudomonas aeruginosa	Pae_CF67.02g	5967	Contig	SAMN03566254	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102363v1	GCF_001023635.1			104	293531	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02g_2649	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.fna	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.ffn	Pseudomonas_aeruginosa_Pae_CF67_02g_2649_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.faa	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.txt	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.csv	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.gbk	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.embl	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.gff	Pseudomonas_aeruginosa_Pae_CF67_02g_2649_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02g_2649.gtf	Pseudomonas_aeruginosa_Pae_CF67_02g_2649_genes_and_intergenic.gtf
2650	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02k	Pseudomonas aeruginosa	Pae_CF67.02k	5979	Contig	SAMN03566258	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102367v1	GCF_001023675.1			206	97559	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02k_2650	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.fna	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.ffn	Pseudomonas_aeruginosa_Pae_CF67_02k_2650_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.faa	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.txt	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.csv	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.gbk	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.embl	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.gff	Pseudomonas_aeruginosa_Pae_CF67_02k_2650_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02k_2650.gtf	Pseudomonas_aeruginosa_Pae_CF67_02k_2650_genes_and_intergenic.gtf
2651	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02l	Pseudomonas aeruginosa	Pae_CF67.02l	5966	Contig	SAMN03566259	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102368v1	GCF_001023685.1			197	115495	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02l_2651	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.fna	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.ffn	Pseudomonas_aeruginosa_Pae_CF67_02l_2651_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.faa	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.txt	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.csv	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.gbk	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.embl	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.gff	Pseudomonas_aeruginosa_Pae_CF67_02l_2651_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02l_2651.gtf	Pseudomonas_aeruginosa_Pae_CF67_02l_2651_genes_and_intergenic.gtf
2652	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02m	Pseudomonas aeruginosa	Pae_CF67.02m	5969	Contig	SAMN03566260	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102370v1	GCF_001023705.1			152	109391	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02m_2652	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.fna	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.ffn	Pseudomonas_aeruginosa_Pae_CF67_02m_2652_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.faa	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.txt	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.csv	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.gbk	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.embl	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.gff	Pseudomonas_aeruginosa_Pae_CF67_02m_2652_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02m_2652.gtf	Pseudomonas_aeruginosa_Pae_CF67_02m_2652_genes_and_intergenic.gtf
2653	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02s	Pseudomonas aeruginosa	Pae_CF67.02s	5954	Contig	SAMN03566266	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102373v1	GCF_001023735.1			155	113749	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02s_2653	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.fna	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.ffn	Pseudomonas_aeruginosa_Pae_CF67_02s_2653_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.faa	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.txt	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.csv	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.gbk	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.embl	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.gff	Pseudomonas_aeruginosa_Pae_CF67_02s_2653_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02s_2653.gtf	Pseudomonas_aeruginosa_Pae_CF67_02s_2653_genes_and_intergenic.gtf
